Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Temp_Difference,Power,Tool_Wear_Percent
1,301.7,311.2,1418,38.0,166,9.5,53884.0,66.4
2,297.5,309.4,1831,26.6,105,11.899999999999977,48704.600000000006,42.0
2,298.5,308.3,1440,43.6,5,9.800000000000011,62784.0,2.0
1,301.4,310.8,1285,62.6,183,9.400000000000034,80441.0,73.2
2,302.2,311.6,1386,50.5,69,9.400000000000034,69993.0,27.6
1,300.6,311.7,1528,43.9,185,11.099999999999966,67079.2,74.0
0,297.7,309.3,1400,48.9,147,11.600000000000023,68460.0,58.8
1,295.7,306.1,1408,47.9,117,10.400000000000034,67443.2,46.800000000000004
2,295.9,306.6,1532,38.6,104,10.700000000000045,59135.200000000004,41.6
1,297.2,308.1,1712,30.9,204,10.900000000000034,52900.799999999996,81.6
1,299.4,310.5,1514,36.1,169,11.100000000000023,54655.4,67.60000000000001
1,301.1,311.2,1774,29.6,186,10.099999999999966,52510.4,74.4
1,298.2,308.9,1278,54.0,18,10.699999999999989,69012.0,7.199999999999999
1,301.5,310.8,1382,52.4,165,9.300000000000011,72416.8,66.0
2,299.2,310.6,1443,50.9,85,11.400000000000034,73448.7,34.0
1,296.9,308.1,1555,33.7,229,11.200000000000045,52403.50000000001,91.60000000000001
1,303.2,311.3,1393,52.9,12,8.100000000000023,73689.7,4.8
1,303.3,311.4,1630,32.5,2,8.099999999999966,52975.0,0.8
0,297.3,308.7,1478,47.6,98,11.399999999999977,70352.8,39.2
1,296.8,308.0,1675,29.7,46,11.199999999999989,49747.5,18.4
1,298.6,309.6,1386,48.6,25,11.0,67359.6,10.0
1,302.6,312.1,1668,28.7,180,9.5,47871.6,72.0
2,300.1,309.2,1457,44.3,98,9.099999999999966,64545.1,39.2
1,303.1,311.2,1679,34.8,25,8.099999999999966,58429.2,10.0
1,297.3,308.7,1587,35.8,148,11.399999999999977,56814.6,59.199999999999996
1,303.8,313.1,1458,42.2,25,9.300000000000011,61527.600000000006,10.0
2,301.5,310.6,2432,14.2,126,9.100000000000023,34534.4,50.4
1,302.4,311.8,1416,46.1,202,9.400000000000034,65277.6,80.80000000000001
1,302.6,312.1,1288,68.5,0,9.5,88228.0,0.0
2,303.7,312.0,1402,48.6,76,8.300000000000011,68137.2,30.4
2,300.8,309.7,1482,39.0,171,8.899999999999977,57798.0,68.4
1,300.1,309.6,1649,33.6,168,9.5,55406.4,67.2
1,297.7,308.5,1453,45.5,86,10.800000000000011,66111.5,34.4
2,301.9,310.9,1483,37.0,35,9.0,54871.0,14.000000000000002
2,300.7,309.6,1536,37.2,19,8.900000000000034,57139.200000000004,7.6
1,299.4,308.7,1504,37.8,112,9.300000000000011,56851.2,44.800000000000004
2,304.4,313.6,1510,38.9,199,9.200000000000045,58739.0,79.60000000000001
2,298.6,309.9,1668,32.3,6,11.299999999999955,53876.399999999994,2.4
1,297.5,308.6,1380,53.5,192,11.100000000000023,73830.0,76.8
1,301.0,311.1,1236,64.4,177,10.100000000000023,79598.40000000001,70.8
0,301.6,310.6,1821,26.2,171,9.0,47710.2,68.4
1,303.0,311.2,1456,44.0,142,8.199999999999989,64064.0,56.8
1,300.6,310.6,1931,22.0,24,10.0,42482.0,9.6
1,298.5,308.9,1725,31.9,205,10.399999999999977,55027.5,82.0
2,300.8,312.4,1465,43.7,139,11.599999999999966,64020.50000000001,55.60000000000001
1,300.7,310.7,1541,41.3,82,10.0,63643.299999999996,32.800000000000004
0,299.4,309.0,1415,51.7,62,9.600000000000023,73155.5,24.8
2,300.7,311.3,1562,37.1,58,10.600000000000023,57950.200000000004,23.200000000000003
2,299.0,310.3,1447,39.9,78,11.300000000000011,57735.299999999996,31.2
1,301.6,310.9,1385,51.2,132,9.299999999999955,70912.0,52.800000000000004
1,298.4,308.3,1452,48.5,73,9.900000000000034,70422.0,29.2
1,297.8,308.4,1714,33.2,177,10.599999999999966,56904.8,70.8
1,297.6,308.6,1491,38.1,152,11.0,56807.1,60.8
1,297.2,308.5,1447,47.9,188,11.300000000000011,69311.3,75.2
2,301.3,310.4,1501,39.8,187,9.099999999999966,59739.799999999996,74.8
1,297.5,308.8,1360,50.7,190,11.300000000000011,68952.0,76.0
1,300.6,310.0,1635,31.0,107,9.399999999999977,50685.0,42.8
0,300.6,309.8,1541,36.2,166,9.199999999999989,55784.200000000004,66.4
2,302.4,311.0,1490,37.1,168,8.600000000000023,55279.0,67.2
2,300.9,312.0,1402,50.7,185,11.100000000000023,71081.40000000001,74.0
1,298.2,308.6,1433,39.5,7,10.400000000000034,56603.5,2.8000000000000003
2,299.8,309.8,1427,45.2,106,10.0,64500.4,42.4
1,300.9,310.7,1509,37.5,12,9.800000000000011,56587.5,4.8
2,298.6,309.3,1510,40.8,177,10.699999999999989,61607.99999999999,70.8
1,300.7,310.2,1493,35.9,10,9.5,53598.7,4.0
1,303.7,312.5,1641,36.0,125,8.800000000000011,59076.0,50.0
1,302.1,310.6,1385,53.6,5,8.5,74236.0,2.0
2,300.9,311.4,1434,45.4,118,10.5,65103.6,47.199999999999996
1,302.7,312.1,1543,37.5,33,9.400000000000034,57862.5,13.200000000000001
1,301.5,310.6,1525,41.9,204,9.100000000000023,63897.5,81.6
2,300.4,310.2,1380,47.3,5,9.800000000000011,65273.99999999999,2.0
1,300.8,310.8,1741,27.1,39,10.0,47181.100000000006,15.6
2,301.8,310.8,1508,38.8,96,9.0,58510.399999999994,38.4
1,303.9,313.1,1440,41.1,12,9.200000000000045,59184.0,4.8
2,304.0,313.0,1454,46.8,30,9.0,68047.2,12.0
1,300.7,311.0,1403,48.3,70,10.300000000000011,67764.9,28.000000000000004
2,300.7,311.0,1413,44.3,72,10.300000000000011,62595.899999999994,28.799999999999997
1,300.2,309.8,1430,55.0,102,9.600000000000023,78650.0,40.8
1,301.5,310.7,1596,35.4,150,9.199999999999989,56498.399999999994,60.0
2,302.3,310.8,1762,27.8,127,8.5,48983.6,50.8
1,300.3,311.1,1606,30.9,156,10.800000000000011,49625.399999999994,62.4
1,301.2,310.4,1516,44.4,53,9.199999999999989,67310.4,21.2
1,297.9,308.1,1531,40.8,2,10.200000000000045,62464.799999999996,0.8
2,298.6,309.4,1460,43.8,138,10.799999999999955,63947.99999999999,55.2
1,300.5,309.6,1366,50.2,219,9.100000000000023,68573.2,87.6
1,297.0,307.7,1315,60.1,128,10.699999999999989,79031.5,51.2
1,303.5,312.0,1436,45.1,32,8.5,64763.6,12.8
1,300.6,310.0,1505,35.9,95,9.399999999999977,54029.5,38.0
1,297.5,309.3,1732,29.9,32,11.800000000000011,51786.799999999996,12.8
1,300.7,311.0,1413,52.0,91,10.300000000000011,73476.0,36.4
1,296.9,307.9,1359,56.5,110,11.0,76783.5,44.0
1,300.7,311.2,1399,47.9,80,10.5,67012.09999999999,32.0
1,299.0,308.4,1571,38.6,5,9.399999999999977,60640.600000000006,2.0
2,302.1,311.4,1467,43.4,33,9.299999999999955,63667.799999999996,13.200000000000001
2,300.7,311.5,1441,40.6,33,10.800000000000011,58504.6,13.200000000000001
2,302.6,311.0,1329,48.6,111,8.399999999999977,64589.4,44.4
2,297.3,308.6,1471,50.7,157,11.300000000000011,74579.7,62.8
2,300.3,309.3,1391,57.9,204,9.0,80538.9,81.6
1,302.6,311.5,1427,38.9,213,8.899999999999977,55510.299999999996,85.2
2,299.1,310.0,1580,36.0,195,10.899999999999977,56880.0,78.0
1,299.0,310.2,1575,37.8,42,11.199999999999989,59534.99999999999,16.8
0,302.7,311.1,1418,43.4,130,8.400000000000034,61541.2,52.0
1,303.1,311.3,1474,34.8,215,8.199999999999989,51295.2,86.0
2,300.7,311.0,1378,51.6,130,10.300000000000011,71104.8,52.0
1,304.1,313.4,1374,56.6,115,9.299999999999955,77768.40000000001,46.0
2,298.8,309.0,1661,29.5,162,10.199999999999989,48999.5,64.8
1,300.8,311.4,1322,67.2,18,10.599999999999966,88838.40000000001,7.199999999999999
2,297.6,308.9,1433,43.2,206,11.299999999999955,61905.600000000006,82.39999999999999
1,299.0,308.6,1661,32.2,106,9.600000000000023,53484.200000000004,42.4
2,300.4,311.6,1401,49.9,79,11.200000000000045,69909.9,31.6
2,298.2,309.4,1408,46.5,76,11.199999999999989,65472.0,30.4
2,299.9,309.6,1364,44.4,20,9.700000000000045,60561.6,8.0
1,299.7,309.0,1605,33.0,151,9.300000000000011,52965.0,60.4
2,299.7,309.6,1534,39.1,176,9.900000000000034,59979.4,70.39999999999999
0,300.9,312.0,2129,17.8,173,11.100000000000023,37896.200000000004,69.19999999999999
1,303.1,311.1,1854,22.6,19,8.0,41900.4,7.6
1,300.6,309.8,1688,28.6,135,9.199999999999989,48276.8,54.0
2,298.9,308.7,1772,28.4,177,9.800000000000011,50324.799999999996,70.8
1,301.2,311.7,1433,49.3,206,10.5,70646.9,82.39999999999999
2,299.0,310.2,1625,31.8,89,11.199999999999989,51675.0,35.6
1,302.1,310.8,1786,25.7,47,8.699999999999989,45900.2,18.8
2,299.7,309.1,1851,24.7,189,9.400000000000034,45719.7,75.6
1,298.9,308.3,1660,34.4,9,9.400000000000034,57104.0,3.5999999999999996
0,298.9,309.9,1376,51.0,32,11.0,70176.0,12.8
1,298.5,308.8,1589,30.6,11,10.300000000000011,48623.4,4.3999999999999995
1,302.1,310.5,1559,36.0,124,8.399999999999977,56124.0,49.6
1,298.7,310.1,1786,27.7,114,11.400000000000034,49472.2,45.6
0,303.4,311.7,1991,19.0,53,8.300000000000011,37829.0,21.2
1,298.2,308.8,1616,33.7,16,10.600000000000023,54459.200000000004,6.4
1,301.6,311.2,1525,43.7,91,9.599999999999966,66642.5,36.4
1,302.2,311.7,1330,54.6,154,9.5,72618.0,61.6
2,298.3,308.7,1667,28.6,18,10.399999999999977,47676.200000000004,7.199999999999999
1,303.4,312.3,1479,42.8,92,8.900000000000034,63301.2,36.8
1,299.0,309.4,1758,25.7,68,10.399999999999977,45180.6,27.200000000000003
1,300.5,311.2,1270,67.5,208,10.699999999999989,85725.0,83.2
1,298.5,309.1,1474,41.3,189,10.600000000000023,60876.2,75.6
2,301.8,311.3,1624,31.6,145,9.5,51318.4,57.99999999999999
0,300.8,311.4,1453,44.6,38,10.599999999999966,64803.8,15.2
1,300.7,309.5,1592,29.0,17,8.800000000000011,46168.0,6.800000000000001
1,300.7,309.6,1500,44.1,122,8.900000000000034,66150.0,48.8
1,302.7,310.5,1446,40.9,211,7.800000000000011,59141.4,84.39999999999999
2,301.3,311.1,1492,41.2,223,9.800000000000011,61470.4,89.2
1,298.4,309.2,1651,28.5,141,10.800000000000011,47053.5,56.39999999999999
0,300.6,311.1,1452,40.2,28,10.5,58370.4,11.200000000000001
1,304.3,313.6,1409,56.0,19,9.300000000000011,78904.0,7.6
1,300.2,309.7,1656,34.3,120,9.5,56800.799999999996,48.0
2,299.9,311.4,1480,44.9,108,11.5,66452.0,43.2
2,299.9,309.9,1639,42.1,159,10.0,69001.90000000001,63.6
1,301.3,310.3,1626,31.3,180,9.0,50893.8,72.0
1,303.5,312.4,1390,47.3,164,8.899999999999977,65747.0,65.60000000000001
1,300.6,310.4,1446,49.7,155,9.799999999999955,71866.2,62.0
2,298.6,310.2,1668,31.5,7,11.599999999999966,52542.0,2.8000000000000003
2,298.7,309.7,1868,23.8,118,11.0,44458.4,47.199999999999996
0,300.1,311.5,1422,46.2,134,11.399999999999977,65696.40000000001,53.6
1,298.6,309.6,1491,36.9,192,11.0,55017.9,76.8
2,300.4,309.4,1875,23.9,155,9.0,44812.5,62.0
2,295.8,306.5,1514,37.7,60,10.699999999999989,57077.8,24.0
0,303.7,312.8,1488,42.8,54,9.100000000000023,63686.399999999994,21.6
1,299.0,308.7,1449,38.9,18,9.699999999999989,56366.1,7.199999999999999
1,298.9,310.0,2231,17.4,151,11.100000000000023,38819.399999999994,60.4
2,298.8,309.7,1477,48.5,138,10.899999999999977,71634.5,55.2
1,301.3,311.0,1348,44.5,78,9.699999999999989,59986.0,31.2
1,303.6,312.8,1710,27.2,14,9.199999999999989,46512.0,5.6000000000000005
1,300.1,309.7,1641,30.4,41,9.599999999999966,49886.399999999994,16.400000000000002
1,302.2,311.4,1397,53.0,17,9.199999999999989,74041.0,6.800000000000001
1,299.0,310.1,1531,36.0,57,11.100000000000023,55116.0,22.8
1,299.5,309.1,1502,44.6,13,9.600000000000023,66989.2,5.2
1,303.7,312.9,1461,50.1,31,9.199999999999989,73196.1,12.4
1,300.4,309.7,1467,36.9,131,9.300000000000011,54132.299999999996,52.400000000000006
1,297.6,309.5,1574,30.9,151,11.899999999999977,48636.6,60.4
1,299.1,310.1,1894,24.2,22,11.0,45834.799999999996,8.799999999999999
1,300.6,310.2,1489,47.8,21,9.599999999999966,71174.2,8.4
1,298.2,308.4,1452,43.5,158,10.199999999999989,63162.0,63.2
2,303.0,312.5,1524,42.1,76,9.5,64160.4,30.4
2,297.6,308.7,1419,41.7,81,11.099999999999966,59172.3,32.4
1,297.4,308.7,1433,43.4,116,11.300000000000011,62192.2,46.400000000000006
1,298.3,308.0,1363,50.1,96,9.699999999999989,68286.3,38.4
1,301.7,309.8,1398,46.0,109,8.100000000000023,64308.0,43.6
2,300.5,309.3,1881,25.5,98,8.800000000000011,47965.5,39.2
1,300.8,311.9,1486,45.1,30,11.099999999999966,67018.6,12.0
1,302.3,311.6,1309,57.6,77,9.300000000000011,75398.40000000001,30.8
2,303.5,312.4,1606,31.7,22,8.899999999999977,50910.2,8.799999999999999
1,300.7,310.2,1807,24.2,77,9.5,43729.4,30.8
2,303.2,311.4,2102,19.0,5,8.199999999999989,39938.0,2.0
1,302.7,310.5,1725,29.0,209,7.800000000000011,50025.0,83.6
2,297.3,308.5,1625,32.8,92,11.199999999999989,53299.99999999999,36.8
2,302.5,310.4,1605,36.0,69,7.899999999999977,57780.0,27.6
1,300.9,310.8,1490,38.1,125,9.900000000000034,56769.0,50.0
1,297.1,307.8,1681,27.6,181,10.699999999999989,46395.600000000006,72.39999999999999
1,298.3,309.0,1471,48.3,91,10.699999999999989,71049.3,36.4
2,298.8,309.7,1392,48.7,133,10.899999999999977,67790.40000000001,53.2
2,297.6,309.6,1530,37.3,10,12.0,57068.99999999999,4.0
2,301.0,310.9,1554,32.7,59,9.899999999999977,50815.8,23.599999999999998
1,295.6,306.0,1949,21.9,5,10.399999999999977,42683.1,2.0
1,302.3,311.4,1535,41.8,77,9.099999999999966,64162.99999999999,30.8
2,297.5,308.2,1624,30.9,186,10.699999999999989,50181.6,74.4
2,297.6,309.7,1541,33.7,165,12.099999999999966,51931.700000000004,66.0
2,300.0,310.1,1314,53.5,199,10.100000000000023,70299.0,79.60000000000001
1,299.7,310.6,1616,35.1,142,10.900000000000034,56721.600000000006,56.8
1,301.9,310.8,1650,29.8,94,8.900000000000034,49170.0,37.6
1,299.2,310.2,1458,47.0,183,11.0,68526.0,73.2
2,298.2,308.0,1411,47.2,168,9.800000000000011,66599.2,67.2
2,300.2,311.5,1547,40.9,66,11.300000000000011,63272.299999999996,26.400000000000002
1,297.7,308.7,1688,27.2,125,11.0,45913.6,50.0
1,300.4,309.9,1681,28.6,206,9.5,48076.600000000006,82.39999999999999
1,302.3,311.1,1589,29.9,141,8.800000000000011,47511.1,56.39999999999999
2,300.2,310.1,1619,31.3,38,9.900000000000034,50674.700000000004,15.2
1,299.3,308.6,1605,37.0,78,9.300000000000011,59385.0,31.2
2,301.8,310.7,1383,45.7,44,8.899999999999977,63203.100000000006,17.599999999999998
1,303.1,312.4,1404,61.5,127,9.299999999999955,86346.0,50.8
1,300.5,311.8,1596,34.8,87,11.300000000000011,55540.799999999996,34.8
1,299.8,311.2,1533,35.9,137,11.399999999999977,55034.7,54.800000000000004
2,301.5,310.6,1492,43.0,100,9.100000000000023,64156.0,40.0
2,299.2,308.3,1755,26.4,19,9.100000000000023,46332.0,7.6
1,299.4,308.9,1550,33.7,174,9.5,52235.00000000001,69.6
1,299.4,309.2,1433,42.1,22,9.800000000000011,60329.3,8.799999999999999
1,300.3,311.4,1544,41.6,97,11.099999999999966,64230.4,38.800000000000004
2,297.5,308.2,1713,32.2,17,10.699999999999989,55158.600000000006,6.800000000000001
1,299.2,310.5,1458,44.1,91,11.300000000000011,64297.8,36.4
1,297.6,309.5,1569,36.2,63,11.899999999999977,56797.8,25.2
2,296.4,307.3,2077,19.1,80,10.900000000000034,39670.700000000004,32.0
1,302.5,310.4,1487,42.0,152,7.899999999999977,62454.0,60.8
2,298.1,308.5,1372,51.1,116,10.399999999999977,70109.2,46.400000000000006
1,303.7,312.4,1404,46.6,119,8.699999999999989,65426.4,47.599999999999994
2,298.8,310.1,1719,28.8,206,11.300000000000011,49507.200000000004,82.39999999999999
0,299.1,308.3,1451,42.8,21,9.199999999999989,62102.799999999996,8.4
1,298.0,308.9,1500,36.7,104,10.899999999999977,55050.00000000001,41.6
0,301.5,310.6,1512,39.0,143,9.100000000000023,58968.0,57.199999999999996
1,302.5,311.9,1481,42.9,52,9.399999999999977,63534.9,20.8
1,300.8,312.1,1512,37.1,169,11.300000000000011,56095.200000000004,67.60000000000001
1,297.2,308.6,1392,41.5,108,11.400000000000034,57768.0,43.2
1,297.9,309.8,1461,50.5,38,11.900000000000034,73780.5,15.2
1,302.0,310.7,1453,42.7,92,8.699999999999989,62043.100000000006,36.8
1,300.6,309.4,1654,32.8,57,8.799999999999955,54251.2,22.8
1,298.3,308.1,1586,35.5,0,9.800000000000011,56303.0,0.0
2,300.4,309.7,1466,39.8,184,9.300000000000011,58346.799999999996,73.6
1,300.8,312.0,1416,46.5,7,11.199999999999989,65844.0,2.8000000000000003
2,300.8,310.7,1886,21.1,44,9.899999999999977,39794.600000000006,17.599999999999998
2,300.6,310.5,2156,18.0,16,9.899999999999977,38808.0,6.4
2,301.3,310.6,1378,49.4,173,9.300000000000011,68073.2,69.19999999999999
1,301.1,310.7,1334,48.2,106,9.599999999999966,64298.8,42.4
2,300.1,311.3,1495,41.0,193,11.199999999999989,61295.0,77.2
1,302.5,310.3,1326,58.5,55,7.800000000000011,77571.0,22.0
1,302.0,311.2,1270,65.3,182,9.199999999999989,82931.0,72.8
2,298.0,307.6,1508,41.8,89,9.600000000000023,63034.399999999994,35.6
2,297.6,307.1,1471,44.9,14,9.5,66047.9,5.6000000000000005
2,302.2,310.9,1465,43.5,140,8.699999999999989,63727.5,56.00000000000001
1,300.9,310.4,1427,47.0,65,9.5,67069.0,26.0
1,302.0,310.7,1348,58.1,83,8.699999999999989,78318.8,33.2
1,301.0,311.7,1547,34.5,152,10.699999999999989,53371.5,60.8
1,300.8,311.7,1414,49.0,10,10.899999999999977,69286.0,4.0
0,301.9,311.0,1430,49.8,174,9.100000000000023,71214.0,69.6
2,300.8,309.6,1546,42.3,186,8.800000000000011,65395.799999999996,74.4
1,301.4,310.7,1425,45.1,7,9.300000000000011,64267.5,2.8000000000000003
2,302.3,311.0,1421,41.3,182,8.699999999999989,58687.299999999996,72.8
2,302.3,311.7,1423,44.6,93,9.399999999999977,63465.8,37.2
1,299.8,310.3,1687,30.4,33,10.5,51284.799999999996,13.200000000000001
2,301.0,311.3,1454,41.5,57,10.300000000000011,60341.0,22.8
2,298.1,308.0,1686,29.3,35,9.899999999999977,49399.8,14.000000000000002
1,303.5,311.9,1515,39.2,24,8.399999999999977,59388.00000000001,9.6
1,296.5,307.5,1443,41.8,87,11.0,60317.399999999994,34.8
1,303.4,311.9,1531,37.9,203,8.5,58024.9,81.2
2,299.9,309.5,1582,38.2,160,9.600000000000023,60432.4,64.0
2,300.8,310.3,1494,42.2,35,9.5,63046.8,14.000000000000002
2,300.5,311.7,2141,17.2,196,11.199999999999989,36825.2,78.4
1,301.7,311.3,1348,51.0,87,9.600000000000023,68748.0,34.8
2,297.3,308.7,1542,37.0,184,11.399999999999977,57054.0,73.6
1,298.1,307.9,1425,58.2,57,9.799999999999955,82935.0,22.8
1,297.3,308.5,1528,44.5,140,11.199999999999989,67996.0,56.00000000000001
2,300.1,311.6,1433,51.4,76,11.5,73656.2,30.4
1,299.1,310.5,1736,26.9,74,11.399999999999977,46698.399999999994,29.599999999999998
0,300.2,311.4,1319,54.6,15,11.199999999999989,72017.40000000001,6.0
2,299.7,309.1,1352,46.1,102,9.400000000000034,62327.200000000004,40.8
2,300.9,311.9,1310,56.1,35,11.0,73491.0,14.000000000000002
1,297.4,308.7,2874,4.2,118,11.300000000000011,12070.800000000001,47.199999999999996
0,300.2,309.8,1374,47.7,8,9.600000000000023,65539.8,3.2
1,302.4,312.0,1457,45.5,206,9.600000000000023,66293.5,82.39999999999999
2,301.7,311.1,1578,40.5,174,9.400000000000034,63909.0,69.6
2,297.2,308.5,1364,55.6,163,11.300000000000011,75838.40000000001,65.2
1,303.6,311.7,1491,39.8,92,8.099999999999966,59341.799999999996,36.8
2,300.4,311.0,1433,46.1,199,10.600000000000023,66061.3,79.60000000000001
1,300.8,310.9,1732,25.7,109,10.099999999999966,44512.4,43.6
1,303.7,312.6,1702,29.1,141,8.900000000000034,49528.200000000004,56.39999999999999
2,297.2,308.5,1604,34.9,200,11.300000000000011,55979.6,80.0
1,298.4,309.3,1806,27.6,64,10.900000000000034,49845.600000000006,25.6
1,300.0,309.3,1397,51.2,173,9.300000000000011,71526.40000000001,69.19999999999999
1,304.0,313.2,1416,46.0,128,9.199999999999989,65136.0,51.2
1,302.0,310.7,1698,28.1,39,8.699999999999989,47713.8,15.6
1,300.5,311.4,1642,27.1,37,10.899999999999977,44498.200000000004,14.799999999999999
0,297.9,308.0,1800,24.8,44,10.100000000000023,44640.0,17.599999999999998
2,299.6,309.2,1393,47.7,28,9.599999999999966,66446.1,11.200000000000001
1,303.5,311.8,1944,23.5,159,8.300000000000011,45684.0,63.6
1,303.4,312.8,1513,35.8,92,9.400000000000034,54165.399999999994,36.8
1,300.9,311.3,1449,40.2,168,10.400000000000034,58249.8,67.2
0,302.5,312.0,1579,35.7,167,9.5,56370.3,66.8
1,298.8,310.0,1672,30.4,150,11.199999999999989,50828.799999999996,60.0
1,297.5,308.4,1384,56.0,73,10.899999999999977,77504.0,29.2
1,298.3,309.2,1562,37.6,137,10.899999999999977,58731.200000000004,54.800000000000004
2,302.3,311.8,1559,34.4,191,9.5,53629.6,76.4
1,304.1,313.2,1824,25.8,186,9.099999999999966,47059.200000000004,74.4
2,297.5,308.5,1447,41.6,118,11.0,60195.200000000004,47.199999999999996
1,298.8,310.0,1611,32.4,183,11.199999999999989,52196.399999999994,73.2
1,304.0,313.1,1648,35.7,119,9.100000000000023,58833.600000000006,47.599999999999994
1,300.0,309.7,1554,32.0,117,9.699999999999989,49728.0,46.800000000000004
1,302.1,310.7,1491,42.8,98,8.599999999999966,63814.799999999996,39.2
1,299.5,308.7,2549,13.0,179,9.199999999999989,33137.0,71.6
2,297.5,309.4,1391,58.2,34,11.899999999999977,80956.2,13.600000000000001
1,297.6,308.3,1623,36.9,61,10.699999999999989,59888.7,24.4
1,298.4,308.0,1605,32.4,154,9.600000000000023,52002.0,61.6
1,302.7,312.1,1601,35.2,31,9.400000000000034,56355.200000000004,12.4
1,298.6,309.4,2312,15.5,44,10.799999999999955,35836.0,17.599999999999998
1,300.3,311.5,1403,60.1,58,11.199999999999989,84320.3,23.200000000000003
2,299.7,309.6,1313,60.0,186,9.900000000000034,78780.0,74.4
2,303.7,312.6,1671,30.5,163,8.900000000000034,50965.5,65.2
2,300.2,310.3,1704,29.2,42,10.100000000000023,49756.799999999996,16.8
1,300.8,311.8,1427,43.3,180,11.0,61789.1,72.0
1,298.7,309.6,1442,55.6,194,10.900000000000034,80175.2,77.60000000000001
1,300.1,311.3,1479,39.5,133,11.199999999999989,58420.5,53.2
1,298.3,308.9,1862,27.0,172,10.599999999999966,50274.0,68.8
1,300.8,311.4,1536,40.9,22,10.599999999999966,62822.399999999994,8.799999999999999
0,298.5,309.1,2051,19.0,184,10.600000000000023,38969.0,73.6
0,296.9,307.8,1345,54.5,172,10.900000000000034,73302.5,68.8
2,300.2,310.3,1704,29.4,221,10.100000000000023,50097.6,88.4
1,302.1,311.4,1549,44.6,31,9.299999999999955,69085.40000000001,12.4
2,298.1,307.8,1384,43.7,200,9.699999999999989,60480.8,80.0
1,303.5,313.0,1482,38.5,82,9.5,57057.0,32.800000000000004
1,298.2,307.8,1439,41.6,62,9.600000000000023,59862.4,24.8
2,298.9,309.8,1353,53.7,71,10.900000000000034,72656.1,28.4
1,299.1,308.1,1479,40.7,10,9.0,60195.3,4.0
1,297.4,308.1,1435,45.7,110,10.700000000000045,65579.5,44.0
1,301.2,311.0,1567,35.1,64,9.800000000000011,55001.700000000004,25.6
0,301.8,311.1,1463,50.1,149,9.300000000000011,73296.3,59.599999999999994
1,299.3,309.0,1786,23.5,100,9.699999999999989,41971.0,40.0
1,297.2,308.6,1413,49.8,12,11.400000000000034,70367.4,4.8
1,298.1,308.3,1495,38.7,188,10.199999999999989,57856.50000000001,75.2
1,303.6,312.4,2232,16.8,0,8.799999999999955,37497.6,0.0
2,301.1,311.3,1909,22.7,38,10.199999999999989,43334.299999999996,15.2
1,299.2,308.4,1620,34.1,89,9.199999999999989,55242.0,35.6
1,300.8,312.3,1858,26.3,144,11.5,48865.4,57.599999999999994
